locationid,locationcategoryid
CITY:US010007,CITY
CITY:US010008,CITY
CITY:US010009,CITY
CITY:US010010,CITY
CITY:US010011,CITY
CITY:US010012,CITY
CITY:US010013,CITY
CITY:US010014,CITY
CITY:US010015,CITY
CITY:US010016,CITY
CITY:US010017,CITY
CITY:US010018,CITY
CITY:US010019,CITY
CITY:US020001,CITY
CITY:US020002,CITY
CITY:US020003,CITY
CITY:US020004,CITY
CITY:US020005,CITY
CITY:US040001,CITY
CITY:US040002,CITY
CITY:US040003,CITY
CITY:US040004,CITY
CITY:US040005,CITY
CITY:US040006,CITY
CITY:US040007,CITY
CITY:US040008,CITY
CITY:US040009,CITY
CITY:US040010,CITY
CITY:US040011,CITY
CITY:US040012,CITY
CITY:US040013,CITY
CITY:US040014,CITY
CITY:US040015,CITY
CITY:US050001,CITY
CITY:US050002,CITY
CITY:US050003,CITY
CITY:US050004,CITY
CITY:US050005,CITY
CITY:US050006,CITY
CITY:US050007,CITY
CITY:US050008,CITY
CITY:US050009,CITY
CITY:US050010,CITY
CITY:US050011,CITY
CITY:US050012,CITY
CITY:US050013,CITY
CITY:US050014,CITY
CITY:US050015,CITY
CITY:US050016,CITY
CITY:US050017,CITY
CITY:US050018,CITY
CITY:US050019,CITY
CITY:US050020,CITY
CITY:US060001,CITY
CITY:US060002,CITY
CITY:US060003,CITY
CITY:US060004,CITY
CITY:US060005,CITY
CITY:US060006,CITY
CITY:US060007,CITY
CITY:US060008,CITY
CITY:US060009,CITY
CITY:US060010,CITY
CITY:US060011,CITY
CITY:US060012,CITY
CITY:US060013,CITY
CITY:US060014,CITY
CITY:US060015,CITY
CITY:US060016,CITY
CITY:US060017,CITY
CITY:US060018,CITY
CITY:US060019,CITY
CITY:US060020,CITY
CITY:US060021,CITY
CITY:US060022,CITY
CITY:US060023,CITY
CITY:US060024,CITY
CITY:US060025,CITY
CITY:US060026,CITY
CITY:US060027,CITY
CITY:US060028,CITY
CITY:US060029,CITY
CITY:US060030,CITY
CITY:US060031,CITY
CITY:US060032,CITY
CITY:US060033,CITY
CITY:US060034,CITY
CITY:US060035,CITY
CITY:US060036,CITY
CITY:US060037,CITY
CITY:US060038,CITY
CITY:US060039,CITY
CITY:US060040,CITY
CITY:US060041,CITY
CITY:US060042,CITY
CITY:US060043,CITY
CITY:US060044,CITY
CITY:US060045,CITY
CITY:US060046,CITY
CITY:US060047,CITY
CITY:US060048,CITY
CITY:US080001,CITY
CITY:US080002,CITY
CITY:US080003,CITY
CITY:US080004,CITY
CITY:US080005,CITY
CITY:US080006,CITY
CITY:US080007,CITY
CITY:US080008,CITY
CITY:US080009,CITY
CITY:US080010,CITY
CITY:US080011,CITY
CITY:US090001,CITY
CITY:US090002,CITY
CITY:US090003,CITY
CITY:US090004,CITY
CITY:US090005,CITY
CITY:US090006,CITY
CITY:US090007,CITY
CITY:US090008,CITY
CITY:US090009,CITY
CITY:US090010,CITY
CITY:US090011,CITY
CITY:US100001,CITY
CITY:US100002,CITY
CITY:US120001,CITY
CITY:US120002,CITY
CITY:US120003,CITY
CITY:US120004,CITY
CITY:US120005,CITY
CITY:US120006,CITY
CITY:US120007,CITY
CITY:US120008,CITY
CITY:US120009,CITY
CITY:US120010,CITY
CITY:US120011,CITY
CITY:US120012,CITY
CITY:US120013,CITY
CITY:US120014,CITY
CITY:US120015,CITY
CITY:US120016,CITY
CITY:US120017,CITY
CITY:US120018,CITY
CITY:US120019,CITY
CITY:US120020,CITY
CITY:US120021,CITY
CITY:US120022,CITY
CITY:US120023,CITY
CITY:US120024,CITY
CITY:US120025,CITY
CITY:US120026,CITY
CITY:US120027,CITY
CITY:US120028,CITY
CITY:US120029,CITY
CITY:US120030,CITY
CITY:US120031,CITY
CITY:US120032,CITY
CITY:US120033,CITY
CITY:US120034,CITY
CITY:US120035,CITY
CITY:US120036,CITY
CITY:US120037,CITY
CITY:US120038,CITY
CITY:US120039,CITY
CITY:US120040,CITY
CITY:US120041,CITY
CITY:US120042,CITY
CITY:US120043,CITY
CITY:US130001,CITY
CITY:US130002,CITY
CITY:US130003,CITY
CITY:US130004,CITY
CITY:US130005,CITY
CITY:US130006,CITY
CITY:US130007,CITY
CITY:US130008,CITY
CITY:US130009,CITY
CITY:US130010,CITY
CITY:US130011,CITY
CITY:US130012,CITY
CITY:US130013,CITY
CITY:US130014,CITY
CITY:US130015,CITY
CITY:US130016,CITY
CITY:US130017,CITY
CITY:US130018,CITY
CITY:US130019,CITY
CITY:US130020,CITY
CITY:US130021,CITY
CITY:US130022,CITY
CITY:US130023,CITY
CITY:US130024,CITY
CITY:US130025,CITY
CITY:US130026,CITY
CITY:US130027,CITY
CITY:US130028,CITY
CITY:US130029,CITY
CITY:US150001,CITY
CITY:US150002,CITY
CITY:US150003,CITY
CITY:US160001,CITY
CITY:US160002,CITY
CITY:US160003,CITY
CITY:US160004,CITY
CITY:US160005,CITY
CITY:US160006,CITY
CITY:US160007,CITY
CITY:US160008,CITY
CITY:US160009,CITY
CITY:US170001,CITY
CITY:US170002,CITY
CITY:US170003,CITY
CITY:US170004,CITY
CITY:US170005,CITY
CITY:US170006,CITY
CITY:US170007,CITY
CITY:US170008,CITY
CITY:US170009,CITY
CITY:US170010,CITY
CITY:US170011,CITY
CITY:US170012,CITY
CITY:US170013,CITY
CITY:US170014,CITY
CITY:US170015,CITY
CITY:US170016,CITY
CITY:US170017,CITY
CITY:US170018,CITY
CITY:US170019,CITY
CITY:US170020,CITY
CITY:US170021,CITY
CITY:US170022,CITY
CITY:US170023,CITY
CITY:US170024,CITY
CITY:US170025,CITY
CITY:US170026,CITY
CITY:US170027,CITY
CITY:US170028,CITY
CITY:US170029,CITY
CITY:US170030,CITY
CITY:US180001,CITY
CITY:US180002,CITY
CITY:US180003,CITY
CITY:US180004,CITY
CITY:US180005,CITY
CITY:US180006,CITY
CITY:US180007,CITY
CITY:US180008,CITY
CITY:US180009,CITY
CITY:US180010,CITY
CITY:US180011,CITY
CITY:US180012,CITY
CITY:US180013,CITY
CITY:US180014,CITY
CITY:US190001,CITY
CITY:US190002,CITY
CITY:US190003,CITY
CITY:US190004,CITY
CITY:US190005,CITY
CITY:US190006,CITY
CITY:US190007,CITY
CITY:US190008,CITY
CITY:US190009,CITY
CITY:US190010,CITY
CITY:US190011,CITY
CITY:US190012,CITY
CITY:US190013,CITY
CITY:US190014,CITY
CITY:US190015,CITY
CITY:US190016,CITY
CITY:US190017,CITY
CITY:US190018,CITY
CITY:US190019,CITY
CITY:US190020,CITY
CITY:US200001,CITY
CITY:US200002,CITY
CITY:US200003,CITY
CITY:US200004,CITY
CITY:US200005,CITY
CITY:US200006,CITY
CITY:US200007,CITY
CITY:US200008,CITY
CITY:US200009,CITY
CITY:US200010,CITY
CITY:US200011,CITY
CITY:US200012,CITY
CITY:US200013,CITY
CITY:US200014,CITY
CITY:US200015,CITY
CITY:US200016,CITY
CITY:US210001,CITY
CITY:US210002,CITY
CITY:US210003,CITY
CITY:US210004,CITY
CITY:US210005,CITY
CITY:US210006,CITY
CITY:US210007,CITY
CITY:US210008,CITY
CITY:US210009,CITY
CITY:US210010,CITY
CITY:US210011,CITY
CITY:US210012,CITY
CITY:US210013,CITY
CITY:US210014,CITY
CITY:US210015,CITY
CITY:US220001,CITY
CITY:US220002,CITY
CITY:US220003,CITY
CITY:US220004,CITY
CITY:US220005,CITY
CITY:US220006,CITY
CITY:US220007,CITY
CITY:US220008,CITY
CITY:US220009,CITY
CITY:US220010,CITY
CITY:US220011,CITY
CITY:US220012,CITY
CITY:US220013,CITY
CITY:US220014,CITY
CITY:US220015,CITY
CITY:US220016,CITY
CITY:US220017,CITY
CITY:US220018,CITY
CITY:US220019,CITY
CITY:US220020,CITY
CITY:US230001,CITY
CITY:US230002,CITY
CITY:US230003,CITY
CITY:US230004,CITY
CITY:US230005,CITY
CITY:US240001,CITY
CITY:US240002,CITY
CITY:US240003,CITY
CITY:US240004,CITY
CITY:US240005,CITY
CITY:US240006,CITY
CITY:US240007,CITY
CITY:US240008,CITY
CITY:US240009,CITY
CITY:US240010,CITY
CITY:US250001,CITY
CITY:US250002,CITY
CITY:US250003,CITY
CITY:US250004,CITY
CITY:US250005,CITY
CITY:US250006,CITY
CITY:US250007,CITY
CITY:US250008,CITY
CITY:US250009,CITY
CITY:US250010,CITY
CITY:US250011,CITY
CITY:US250012,CITY
CITY:US250013,CITY
CITY:US250014,CITY
CITY:US260001,CITY
CITY:US260002,CITY
CITY:US260003,CITY
CITY:US260004,CITY
CITY:US260005,CITY
CITY:US260006,CITY
CITY:US260007,CITY
CITY:US260008,CITY
CITY:US260009,CITY
CITY:US260010,CITY
CITY:US260011,CITY
CITY:US260012,CITY
CITY:US260013,CITY
CITY:US260014,CITY
CITY:US260015,CITY
CITY:US260016,CITY
CITY:US260017,CITY
CITY:US260018,CITY
CITY:US260019,CITY
CITY:US260020,CITY
CITY:US260021,CITY
CITY:US260022,CITY
CITY:US260023,CITY
CITY:US260024,CITY
CITY:US270001,CITY
CITY:US270002,CITY
CITY:US270003,CITY
CITY:US270004,CITY
CITY:US270005,CITY
CITY:US270006,CITY
CITY:US270007,CITY
CITY:US270008,CITY
CITY:US270009,CITY
CITY:US270010,CITY
CITY:US270011,CITY
CITY:US270012,CITY
CITY:US270013,CITY
CITY:US270014,CITY
CITY:US270015,CITY
CITY:US270016,CITY
CITY:US270017,CITY
CITY:US270018,CITY
CITY:US270019,CITY
CITY:US270020,CITY
CITY:US280001,CITY
CITY:US280002,CITY
CITY:US280003,CITY
CITY:US280004,CITY
CITY:US280005,CITY
CITY:US280006,CITY
CITY:US280007,CITY
CITY:US280008,CITY
CITY:US280009,CITY
CITY:US280010,CITY
CITY:US280011,CITY
CITY:US280012,CITY
CITY:US280013,CITY
CITY:US280014,CITY
CITY:US280015,CITY
CITY:US280016,CITY
CITY:US280017,CITY
CITY:US280018,CITY
CITY:US280019,CITY
CITY:US280020,CITY
CITY:US290001,CITY
CITY:US290002,CITY
CITY:US290003,CITY
CITY:US290004,CITY
CITY:US290005,CITY
CITY:US290006,CITY
CITY:US290007,CITY
CITY:US290008,CITY
CITY:US290009,CITY
CITY:US290010,CITY
CITY:US290011,CITY
CITY:US290012,CITY
CITY:US290013,CITY
CITY:US290014,CITY
CITY:US290015,CITY
CITY:US290016,CITY
CITY:US290017,CITY
CITY:US290018,CITY
CITY:US290019,CITY
CITY:US290020,CITY
CITY:US290021,CITY
CITY:US290022,CITY
CITY:US290023,CITY
CITY:US290024,CITY
CITY:US300001,CITY
CITY:US300002,CITY
CITY:US300003,CITY
CITY:US300004,CITY
CITY:US300005,CITY
CITY:US300006,CITY
CITY:US300007,CITY
CITY:US310001,CITY
CITY:US310002,CITY
CITY:US310003,CITY
CITY:US310004,CITY
CITY:US310005,CITY
CITY:US310006,CITY
CITY:US310007,CITY
CITY:US310008,CITY
CITY:US310009,CITY
CITY:US310010,CITY
CITY:US310011,CITY
CITY:US310012,CITY
CITY:US320001,CITY
CITY:US320002,CITY
CITY:US320003,CITY
CITY:US320004,CITY
CITY:US320005,CITY
CITY:US320006,CITY
CITY:US330001,CITY
CITY:US330002,CITY
CITY:US330003,CITY
CITY:US330004,CITY
CITY:US330005,CITY
CITY:US330006,CITY
CITY:US330007,CITY
CITY:US330008,CITY
CITY:US330009,CITY
CITY:US340001,CITY
CITY:US340002,CITY
CITY:US340003,CITY
CITY:US340004,CITY
CITY:US340005,CITY
CITY:US340006,CITY
CITY:US340007,CITY
CITY:US350001,CITY
CITY:US350002,CITY
CITY:US350003,CITY
CITY:US350004,CITY
CITY:US350005,CITY
CITY:US350006,CITY
CITY:US350007,CITY
CITY:US350008,CITY
CITY:US350009,CITY
CITY:US350010,CITY
CITY:US350011,CITY
CITY:US360001,CITY
CITY:US360002,CITY
CITY:US360003,CITY
CITY:US360004,CITY
CITY:US360005,CITY
CITY:US360006,CITY
CITY:US360007,CITY
CITY:US360008,CITY
CITY:US360009,CITY
CITY:US360010,CITY
CITY:US360011,CITY
CITY:US360012,CITY
CITY:US360013,CITY
CITY:US360014,CITY
CITY:US360015,CITY
CITY:US360016,CITY
CITY:US360017,CITY
CITY:US360018,CITY
CITY:US360019,CITY
CITY:US360020,CITY
CITY:US360021,CITY
CITY:US360022,CITY
CITY:US360023,CITY
CITY:US360024,CITY
CITY:US360025,CITY
CITY:US360026,CITY
CITY:US360027,CITY
CITY:US360028,CITY
CITY:US360029,CITY
CITY:US360030,CITY
CITY:US360031,CITY
CITY:US370001,CITY
CITY:US370002,CITY
CITY:US370003,CITY
CITY:US370004,CITY
CITY:US370005,CITY
CITY:US370006,CITY
CITY:US370007,CITY
CITY:US370008,CITY
CITY:US370009,CITY
CITY:US370010,CITY
CITY:US370011,CITY
CITY:US370012,CITY
CITY:US370013,CITY
CITY:US370014,CITY
CITY:US370015,CITY
CITY:US370016,CITY
CITY:US370017,CITY
CITY:US370018,CITY
CITY:US370019,CITY
CITY:US370020,CITY
CITY:US370021,CITY
CITY:US370022,CITY
CITY:US370023,CITY
CITY:US380001,CITY
CITY:US380002,CITY
CITY:US380003,CITY
CITY:US380004,CITY
CITY:US380005,CITY
CITY:US380006,CITY
CITY:US380007,CITY
CITY:US390001,CITY
CITY:US390002,CITY
CITY:US390003,CITY
CITY:US390004,CITY
CITY:US390005,CITY
CITY:US390006,CITY
CITY:US390007,CITY
CITY:US390008,CITY
CITY:US390009,CITY
CITY:US390010,CITY
CITY:US390011,CITY
CITY:US390012,CITY
CITY:US390013,CITY
CITY:US390014,CITY
CITY:US390015,CITY
CITY:US390016,CITY
CITY:US390017,CITY
CITY:US390018,CITY
CITY:US390019,CITY
CITY:US390020,CITY
CITY:US390021,CITY
CITY:US390022,CITY
CITY:US390023,CITY
CITY:US390024,CITY
CITY:US390025,CITY
CITY:US390026,CITY
CITY:US390027,CITY
CITY:US390028,CITY
CITY:US390029,CITY
CITY:US400001,CITY
CITY:US400002,CITY
CITY:US400003,CITY
CITY:US400004,CITY
CITY:US400005,CITY
CITY:US400006,CITY
CITY:US400007,CITY
CITY:US400008,CITY
CITY:US400009,CITY
CITY:US400010,CITY
CITY:US400011,CITY
CITY:US400012,CITY
CITY:US400013,CITY
CITY:US400014,CITY
CITY:US400015,CITY
CITY:US400016,CITY
CITY:US400017,CITY
CITY:US400018,CITY
CITY:US400019,CITY
CITY:US400020,CITY
CITY:US410001,CITY
CITY:US410002,CITY
CITY:US410003,CITY
CITY:US410004,CITY
CITY:US410005,CITY
CITY:US410006,CITY
CITY:US410007,CITY
CITY:US410008,CITY
CITY:US410009,CITY
CITY:US410010,CITY
CITY:US410011,CITY
CITY:US410012,CITY
CITY:US410013,CITY
CITY:US410014,CITY
CITY:US410015,CITY
CITY:US410016,CITY
CITY:US410017,CITY
CITY:US420001,CITY
CITY:US420002,CITY
CITY:US420003,CITY
CITY:US420004,CITY
CITY:US420005,CITY
CITY:US420006,CITY
CITY:US420007,CITY
CITY:US420008,CITY
CITY:US420009,CITY
CITY:US420010,CITY
CITY:US420011,CITY
CITY:US420012,CITY
CITY:US420013,CITY
CITY:US420014,CITY
CITY:US420015,CITY
CITY:US420016,CITY
CITY:US420017,CITY
CITY:US420018,CITY
CITY:US420019,CITY
CITY:US420020,CITY
CITY:US420021,CITY
CITY:US420022,CITY
CITY:US420023,CITY
CITY:US420024,CITY
CITY:US440001,CITY
CITY:US440002,CITY
CITY:US440003,CITY
CITY:US450001,CITY
CITY:US450002,CITY
CITY:US450003,CITY
CITY:US450004,CITY
CITY:US450005,CITY
CITY:US450006,CITY
CITY:US450007,CITY
CITY:US450008,CITY
CITY:US450009,CITY
CITY:US450010,CITY
CITY:US450011,CITY
CITY:US450012,CITY
CITY:US460001,CITY
CITY:US460002,CITY
CITY:US460003,CITY
CITY:US460004,CITY
CITY:US460005,CITY
CITY:US460006,CITY
CITY:US460007,CITY
CITY:US460008,CITY
CITY:US460009,CITY
CITY:US470001,CITY
CITY:US470002,CITY
CITY:US470003,CITY
CITY:US470004,CITY
CITY:US470005,CITY
CITY:US470006,CITY
CITY:US470007,CITY
CITY:US470008,CITY
CITY:US470009,CITY
CITY:US470010,CITY
CITY:US470011,CITY
CITY:US470012,CITY
CITY:US470013,CITY
CITY:US470014,CITY
CITY:US470015,CITY
CITY:US470016,CITY
CITY:US470017,CITY
CITY:US480001,CITY
CITY:US480002,CITY
CITY:US480003,CITY
CITY:US480004,CITY
CITY:US480005,CITY
CITY:US480006,CITY
CITY:US480007,CITY
CITY:US480008,CITY
CITY:US480009,CITY
CITY:US480010,CITY
CITY:US480011,CITY
CITY:US480012,CITY
CITY:US480013,CITY
CITY:US480014,CITY
CITY:US480015,CITY
CITY:US480016,CITY
CITY:US480017,CITY
CITY:US480018,CITY
CITY:US480019,CITY
CITY:US480020,CITY
CITY:US480021,CITY
CITY:US480022,CITY
CITY:US480023,CITY
CITY:US480024,CITY
CITY:US480025,CITY
CITY:US480026,CITY
CITY:US480027,CITY
CITY:US480028,CITY
CITY:US480029,CITY
CITY:US480030,CITY
CITY:US480031,CITY
CITY:US480032,CITY
CITY:US480033,CITY
CITY:US480034,CITY
CITY:US480035,CITY
CITY:US480036,CITY
CITY:US480037,CITY
CITY:US480038,CITY
CITY:US480039,CITY
CITY:US480040,CITY
CITY:US480041,CITY
CITY:US480042,CITY
CITY:US480043,CITY
CITY:US480044,CITY
CITY:US480045,CITY
CITY:US480046,CITY
CITY:US480047,CITY
CITY:US480048,CITY
CITY:US480049,CITY
CITY:US480050,CITY
CITY:US480051,CITY
CITY:US480052,CITY
CITY:US480053,CITY
CITY:US480054,CITY
CITY:US480055,CITY
CITY:US480056,CITY
CITY:US480057,CITY
CITY:US480058,CITY
CITY:US480059,CITY
CITY:US480060,CITY
CITY:US480061,CITY
CITY:US480062,CITY
CITY:US480063,CITY
CITY:US480064,CITY
CITY:US480065,CITY
CITY:US480066,CITY
CITY:US480067,CITY
CITY:US480068,CITY
CITY:US480069,CITY
CITY:US480070,CITY
CITY:US490001,CITY
CITY:US490002,CITY
CITY:US490003,CITY
CITY:US490004,CITY
CITY:US490005,CITY
CITY:US490006,CITY
CITY:US490007,CITY
CITY:US500001,CITY
CITY:US500002,CITY
CITY:US500003,CITY
CITY:US510001,CITY
CITY:US510002,CITY
CITY:US510003,CITY
CITY:US510004,CITY
CITY:US510005,CITY
CITY:US510006,CITY
CITY:US510007,CITY
CITY:US510008,CITY
CITY:US510009,CITY
CITY:US510010,CITY
CITY:US510011,CITY
CITY:US510012,CITY
CITY:US510013,CITY
CITY:US510014,CITY
CITY:US510015,CITY
CITY:US510016,CITY
CITY:US510017,CITY
CITY:US510018,CITY
CITY:US530001,CITY
CITY:US530002,CITY
CITY:US530003,CITY
CITY:US530004,CITY
CITY:US530005,CITY
CITY:US530006,CITY
CITY:US530007,CITY
CITY:US530008,CITY
CITY:US530009,CITY
CITY:US530010,CITY
CITY:US530011,CITY
CITY:US530012,CITY
CITY:US530013,CITY
CITY:US530014,CITY
CITY:US530015,CITY
CITY:US530016,CITY
CITY:US530017,CITY
CITY:US530018,CITY
CITY:US530019,CITY
CITY:US530020,CITY
CITY:US530021,CITY
CITY:US530022,CITY
CITY:US530023,CITY
CITY:US530024,CITY
CITY:US530025,CITY
CITY:US540001,CITY
CITY:US540002,CITY
CITY:US540003,CITY
CITY:US540004,CITY
CITY:US540005,CITY
CITY:US540006,CITY
CITY:US540007,CITY
CITY:US540008,CITY
CITY:US540009,CITY
CITY:US550001,CITY
CITY:US550002,CITY
CITY:US550003,CITY
CITY:US550004,CITY
CITY:US550005,CITY
CITY:US550006,CITY
CITY:US550007,CITY
CITY:US550008,CITY
CITY:US550009,CITY
CITY:US550010,CITY
CITY:US550011,CITY
CITY:US550012,CITY
CITY:US550013,CITY
CITY:US550014,CITY
CITY:US560001,CITY
CITY:US560002,CITY
CITY:US560003,CITY
CITY:US560004,CITY
CITY:US560005,CITY
CITY:US560006,CITY
CITY:US560007,CITY
CITY:UV000002,CITY
CITY:UV000004,CITY
CITY:UV000005,CITY
CITY:UY000002,CITY
CITY:UY000003,CITY
CITY:UY000004,CITY
CITY:UY000005,CITY
CITY:UY000006,CITY
CITY:UY000007,CITY
CITY:UZ000001,CITY
CITY:UZ000002,CITY
CITY:UZ000003,CITY
CITY:UZ000004,CITY
CITY:UZ000005,CITY
CITY:UZ000006,CITY
CITY:UZ000007,CITY
CITY:UZ000008,CITY
CITY:UZ000009,CITY
CITY:UZ000010,CITY
CITY:UZ000011,CITY
CITY:UZ000012,CITY
CITY:UZ000013,CITY
CITY:VE000001,CITY
CITY:VE000002,CITY
CITY:VE000003,CITY
CITY:VE000004,CITY
CITY:VE000005,CITY
CITY:VE000006,CITY
CITY:VE000007,CITY
CITY:VE000008,CITY
CITY:VE000009,CITY
CITY:VE000010,CITY
CITY:VE000011,CITY
CITY:VE000012,CITY
CITY:VE000013,CITY
CITY:VE000014,CITY
CITY:VE000015,CITY
CITY:VE000017,CITY
CITY:VE000019,CITY
CITY:VM000002,CITY
CITY:VM000003,CITY
CITY:VM000004,CITY
CITY:VM000005,CITY
CITY:VM000006,CITY
CITY:VM000008,CITY
CITY:VM000009,CITY
CITY:VM000010,CITY
CITY:VM000013,CITY
CITY:VM000015,CITY
CITY:VM000016,CITY
CITY:VM000017,CITY
CITY:VM000019,CITY
CITY:VM000020,CITY
CITY:VM000022,CITY
CITY:VM000023,CITY
CITY:VM000026,CITY
CITY:VM000028,CITY
CITY:VM000029,CITY
CITY:VM000031,CITY
CITY:WA000001,CITY
CITY:WA000002,CITY
CITY:WZ000001,CITY
CITY:WZ000002,CITY
CITY:ZA000001,CITY
CITY:ZA000002,CITY
CITY:ZA000003,CITY
CITY:ZA000004,CITY
CITY:ZA000005,CITY
CITY:ZA000006,CITY
CITY:ZA000007,CITY
CITY:ZI000001,CITY
CITY:ZI000002,CITY
CITY:ZI000003,CITY
CITY:ZI000004,CITY
CLIM:0101,CLIM_DIV
CLIM:0102,CLIM_DIV
CLIM:0103,CLIM_DIV
CLIM:0104,CLIM_DIV
CLIM:0105,CLIM_DIV
CLIM:0106,CLIM_DIV
CLIM:0107,CLIM_DIV
CLIM:0108,CLIM_DIV
CLIM:0401,CLIM_DIV
CLIM:0402,CLIM_DIV
CLIM:0403,CLIM_DIV
CLIM:0404,CLIM_DIV
CLIM:0405,CLIM_DIV
CLIM:0406,CLIM_DIV
CLIM:0407,CLIM_DIV
CLIM:0501,CLIM_DIV
CLIM:0502,CLIM_DIV
CLIM:0503,CLIM_DIV
CLIM:0504,CLIM_DIV
CLIM:0505,CLIM_DIV
CLIM:0506,CLIM_DIV
CLIM:0507,CLIM_DIV
CLIM:0508,CLIM_DIV
CLIM:0509,CLIM_DIV
CLIM:0601,CLIM_DIV
CLIM:0602,CLIM_DIV
CLIM:0603,CLIM_DIV
CLIM:0604,CLIM_DIV
CLIM:0605,CLIM_DIV
CLIM:0606,CLIM_DIV
CLIM:0607,CLIM_DIV
CLIM:0801,CLIM_DIV
CLIM:0802,CLIM_DIV
CLIM:0803,CLIM_DIV
CLIM:0804,CLIM_DIV
CLIM:0805,CLIM_DIV
CLIM:0901,CLIM_DIV
CLIM:0902,CLIM_DIV
CLIM:0903,CLIM_DIV
CLIM:1001,CLIM_DIV
CLIM:1002,CLIM_DIV
CLIM:1201,CLIM_DIV
CLIM:1202,CLIM_DIV
CLIM:1203,CLIM_DIV
CLIM:1204,CLIM_DIV
CLIM:1205,CLIM_DIV
CLIM:1206,CLIM_DIV
CLIM:1207,CLIM_DIV
CLIM:1301,CLIM_DIV
CLIM:1302,CLIM_DIV
CLIM:1303,CLIM_DIV
CLIM:1304,CLIM_DIV
CLIM:1305,CLIM_DIV
CLIM:1306,CLIM_DIV
CLIM:1307,CLIM_DIV
CLIM:1308,CLIM_DIV
CLIM:1309,CLIM_DIV
CLIM:1601,CLIM_DIV
CLIM:1602,CLIM_DIV
CLIM:1603,CLIM_DIV
CLIM:1604,CLIM_DIV
CLIM:1605,CLIM_DIV
CLIM:1606,CLIM_DIV
CLIM:1607,CLIM_DIV
CLIM:1608,CLIM_DIV
CLIM:1609,CLIM_DIV
CLIM:1610,CLIM_DIV
CLIM:1701,CLIM_DIV
CLIM:1702,CLIM_DIV
CLIM:1703,CLIM_DIV
CLIM:1704,CLIM_DIV
CLIM:1705,CLIM_DIV
CLIM:1706,CLIM_DIV
CLIM:1707,CLIM_DIV
CLIM:1708,CLIM_DIV
CLIM:1709,CLIM_DIV
CLIM:1801,CLIM_DIV
CLIM:1802,CLIM_DIV
CLIM:1803,CLIM_DIV
CLIM:1804,CLIM_DIV
CLIM:1805,CLIM_DIV
CLIM:1806,CLIM_DIV
CLIM:1807,CLIM_DIV
CLIM:1808,CLIM_DIV
CLIM:1809,CLIM_DIV
CLIM:1901,CLIM_DIV
CLIM:1902,CLIM_DIV
CLIM:1903,CLIM_DIV
CLIM:1904,CLIM_DIV
CLIM:1905,CLIM_DIV
CLIM:1906,CLIM_DIV
CLIM:1907,CLIM_DIV
CLIM:1908,CLIM_DIV
CLIM:1909,CLIM_DIV
CLIM:2001,CLIM_DIV
CLIM:2002,CLIM_DIV
CLIM:2003,CLIM_DIV
CLIM:2004,CLIM_DIV
CLIM:2005,CLIM_DIV
CLIM:2006,CLIM_DIV
CLIM:2007,CLIM_DIV
CLIM:2008,CLIM_DIV
CLIM:2009,CLIM_DIV
CLIM:2101,CLIM_DIV
CLIM:2102,CLIM_DIV
CLIM:2103,CLIM_DIV
CLIM:2104,CLIM_DIV
CLIM:2201,CLIM_DIV
CLIM:2202,CLIM_DIV
CLIM:2203,CLIM_DIV
CLIM:2204,CLIM_DIV
CLIM:2205,CLIM_DIV
CLIM:2206,CLIM_DIV
CLIM:2207,CLIM_DIV
CLIM:2208,CLIM_DIV
CLIM:2209,CLIM_DIV
CLIM:2301,CLIM_DIV
CLIM:2302,CLIM_DIV
CLIM:2303,CLIM_DIV
CLIM:2401,CLIM_DIV
CLIM:2402,CLIM_DIV
CLIM:2403,CLIM_DIV
CLIM:2404,CLIM_DIV
CLIM:2405,CLIM_DIV
CLIM:2406,CLIM_DIV
CLIM:2407,CLIM_DIV
CLIM:2408,CLIM_DIV
CLIM:2501,CLIM_DIV
CLIM:2502,CLIM_DIV
CLIM:2503,CLIM_DIV
CLIM:2601,CLIM_DIV
CLIM:2602,CLIM_DIV
CLIM:2603,CLIM_DIV
CLIM:2604,CLIM_DIV
CLIM:2605,CLIM_DIV
CLIM:2606,CLIM_DIV
CLIM:2607,CLIM_DIV
CLIM:2608,CLIM_DIV
CLIM:2609,CLIM_DIV
CLIM:2610,CLIM_DIV
CLIM:2701,CLIM_DIV
CLIM:2702,CLIM_DIV
CLIM:2703,CLIM_DIV
CLIM:2704,CLIM_DIV
CLIM:2705,CLIM_DIV
CLIM:2706,CLIM_DIV
CLIM:2707,CLIM_DIV
CLIM:2708,CLIM_DIV
CLIM:2709,CLIM_DIV
CLIM:2801,CLIM_DIV
CLIM:2802,CLIM_DIV
CLIM:2803,CLIM_DIV
CLIM:2804,CLIM_DIV
CLIM:2805,CLIM_DIV
CLIM:2806,CLIM_DIV
CLIM:2807,CLIM_DIV
CLIM:2808,CLIM_DIV
CLIM:2809,CLIM_DIV
CLIM:2810,CLIM_DIV
CLIM:2901,CLIM_DIV
CLIM:2902,CLIM_DIV
CLIM:2903,CLIM_DIV
CLIM:2904,CLIM_DIV
CLIM:2905,CLIM_DIV
CLIM:2906,CLIM_DIV
CLIM:3001,CLIM_DIV
CLIM:3002,CLIM_DIV
CLIM:3003,CLIM_DIV
CLIM:3004,CLIM_DIV
CLIM:3005,CLIM_DIV
CLIM:3006,CLIM_DIV
CLIM:3007,CLIM_DIV
CLIM:3101,CLIM_DIV
